Player/Team,Type,GRD,PTS,REB,AST,STL,BLK,FOULS,TO,FGM,FGA,3PM,3PA,FTM,FTA,Game_ID,Team Name,Win,Season,OREB,DREB,MIN,Q1,Q2,Q3,Q4 
TOTAL,Team,,99,14,23,10,2,6,5,37,48,20,30,5,5,519,Miracles,1,5,,,,,,,
SpamX a NBK,Player,A-,15,0,8,0,0,0,2,6,12,3,4,0,0,520,Hoosier Daddies,0,5,,,,,,,
Virgil a NBK,Player,B,20,0,2,0,0,1,2,9,10,2,2,0,0,520,Hoosier Daddies,0,5,,,,,,,
Monster Bruv,Player,C+,4,1,1,0,0,2,0,2,3,0,1,0,0,520,Hoosier Daddies,0,5,,,,,,,
Nash x 314,Player,B-,4,0,1,1,0,0,0,2,7,0,3,0,0,520,Hoosier Daddies,0,5,,,,,,,
AH Coop,Player,B,10,8,4,0,0,2,3,5,6,0,0,0,0,520,Hoosier Daddies,0,5,,,,,,,
TOTAL,Team,,53,9,16,1,0,5,7,24,38,5,10,0,0,520,Hoosier Daddies,0,5,,,,,,,
 Precision Kill,Player,A,26,0,12,0,0,0,1,9,13,5,9,3,3,520,No Morals,1,5,,,,,,,
ThaGap,Player,B+,25,0,2,1,0,2,0,10,13,5,8,0,0,520,No Morals,1,5,,,,,,,
K-O-B-E-2-K-🧊,Player,C,8,2,0,3,0,2,1,3,5,2,3,0,0,520,No Morals,1,5,,,,,,,
Lunatik,Player,B-,3,0,2,2,1,0,0,1,2,1,1,0,0,520,No Morals,1,5,,,,,,,
34🐶,Player,A-,21,12,2,0,1,0,1,10,10,1,1,1,1,520,No Morals,1,5,,,,,,,
TOTAL,Team,,83,14,18,6,2,4,3,33,43,14,22,4,4,520,No Morals,1,5,,,,,,,
Virgil a NBK,Player,A-,14,0,7,0,0,1,1,5,14,4,10,0,0,521,Hoosier Daddies,0,5,,,,,,,
SpamX a NBK,Player,B+,17,0,2,0,0,3,0,7,13,3,6,0,0,521,Hoosier Daddies,0,5,,,,,,,
Monster Bruv,Player,B,14,0,2,2,0,2,1,6,7,2,2,0,0,521,Hoosier Daddies,0,5,,,,,,,
Nash x 314,Player,A-,16,4,2,0,0,2,0,7,9,2,3,0,0,521,Hoosier Daddies,0,5,,,,,,,
AH Coop,Player,A-,13,13,8,0,0,1,3,6,7,1,1,0,0,521,Hoosier Daddies,0,5,,,,,,,
TOTAL,Team,,74,17,21,2,0,9,5,31,50,12,22,0,0,521,Hoosier Daddies,0,5,,,,,,,
 Precision Kill,Player,A+,29,1,13,0,1,0,2,10,16,7,11,2,2,521,No Morals,1,5,,,,,,,
ThaGap,Player,A-,20,0,3,0,1,2,0,8,10,4,5,0,0,521,No Morals,1,5,,,,,,,
K-O-B-E-2-K-🧊,Player,B-,6,0,1,2,0,4,0,2,5,2,3,0,0,521,No Morals,1,5,,,,,,,
Lunatik,Player,B-,6,0,2,3,0,2,1,2,2,2,2,0,0,521,No Morals,1,5,,,,,,,
34🐶,Player,A-,19,10,2,0,0,0,0,8,9,1,1,2,2,521,No Morals,1,5,,,,,,,
TOTAL,Team,,80,11,21,5,2,8,3,30,42,16,22,4,4,521,No Morals,1,5,,,,,,,
4KJayW,Player,B,8,0,6,1,0,2,4,4,9,0,1,0,0,522,THE COALITION,0,5,,,,,,,
Laatin—,Player,A-,16,1,3,5,0,0,1,6,13,4,11,0,0,522,THE COALITION,0,5,,,,,,,
DonJulioTv,Player,A-,19,0,3,5,0,2,2,7,12,5,9,0,0,522,THE COALITION,0,5,,,,,,,
Grudge ETC,Player,B+,15,2,2,1,0,2,0,6,9,3,4,0,0,522,THE COALITION,0,5,,,,,,,
CatchingBlessing,Player,A-,6,11,5,0,0,0,1,2,4,0,0,2,2,522,THE COALITION,0,5,,,,,,,
TOTAL,Team,,64,14,19,12,0,6,8,25,47,12,25,2,2,522,THE COALITION,0,5,,,,,,,
MyOllies,Player,A-,10,0,9,2,1,2,3,2,6,2,6,4,4,522,Krashout,1,5,,,,,,,
CASSETTII,Player,A,16,1,9,1,0,1,3,6,9,4,5,0,0,522,Krashout,1,5,,,,,,,
Crunch tuff,Player,B,16,0,2,1,0,3,1,7,9,2,3,0,0,522,Krashout,1,5,,,,,,,
Fr Fella,Player,B+,8,5,0,2,2,1,0,3,6,2,5,0,0,522,Krashout,1,5,,,,,,,
II WHEEL II,Player,A-,20,12,2,2,1,2,5,9,10,2,2,0,0,522,Krashout,1,5,,,,,,,
TOTAL,Team,,70,18,22,8,4,9,12,27,40,12,21,4,4,522,Krashout,1,5,,,,,,,
4KJayW,Player,A-,12,3,7,1,0,0,2,5,9,2,5,0,0,523,THE COALITION,0,5,,,,,,,
Laatin—,Player,A,25,0,6,0,0,1,0,9,14,4,6,3,3,523,THE COALITION,0,5,,,,,,,
DonJulioTv,Player,B,10,0,0,3,0,2,0,3,7,3,6,1,1,523,THE COALITION,0,5,,,,,,,
Grudge ETC,Player,B+,7,3,4,4,0,1,1,3,7,1,5,0,0,523,THE COALITION,0,5,,,,,,,
CatchingBlessing,Player,B,15,5,3,0,1,2,2,7,8,0,0,1,2,523,THE COALITION,0,5,,,,,,,
TOTAL,Team,,69,11,20,8,1,6,5,27,45,10,22,5,6,523,THE COALITION,0,5,,,,,,,
MyOllies,Player,A-,22,3,9,0,0,1,6,8,14,5,10,1,1,523,Krashout,1,5,,,,,,,
CASSETTII,Player,A-,14,0,4,2,1,3,1,5,9,4,6,0,0,523,Krashout,1,5,,,,,,,
Crunch tuff,Player,B+,11,0,1,0,1,2,0,5,8,1,3,0,0,523,Krashout,1,5,,,,,,,
Fr Fella,Player,A-,15,3,2,2,1,0,1,6,7,3,3,0,0,523,Krashout,1,5,,,,,,,
II WHEEL II,Player,A,14,13,8,1,0,1,0,6,6,0,0,2,3,523,Krashout,1,5,,,,,,,
TOTAL,Team,,76,19,24,5,3,7,8,30,44,13,22,3,4,523,Krashout,1,5,,,,,,,
MyOllies,Player,A-,15,1,8,1,0,0,1,5,10,2,7,3,3,524,Krashout,1,5,,,,,,,
Crunch tuff,Player,A-,11,1,4,1,0,4,0,4,10,3,7,0,0,524,Krashout,1,5,,,,,,,
no dihp,Player,B+,29,1,1,0,0,3,3,10,18,9,14,0,0,524,Krashout,1,5,,,,,,,
Fr Fella,Player,A-,17,1,2,1,1,5,0,6,8,5,6,0,0,524,Krashout,1,5,,,,,,,
II WHEEL II,Player,A+,10,19,13,2,0,2,0,5,7,0,2,0,0,524,Krashout,1,5,,,,,,,
TOTAL,Team,,82,23,28,5,1,14,4,30,53,19,36,3,3,524,Krashout,1,5,,,,,,,
Its81Shotz,Player,C-,14,1,7,0,0,2,3,2,13,0,8,10,10,524,Lincoln,0,5,,,,,,,
IIHerz,Player,B,12,0,1,1,1,1,0,5,12,2,5,0,0,524,Lincoln,0,5,,,,,,,
SpamReset,Player,B-,10,1,1,3,0,3,0,4,5,2,2,0,0,524,Lincoln,0,5,,,,,,,
timmaaay_ttv,Player,B-,11,4,1,0,1,3,0,4,7,3,5,0,0,524,Lincoln,0,5,,,,,,,
Jakorian Bennett,Player,B,14,13,5,0,1,2,3,5,6,2,2,2,2,524,Lincoln,0,5,,,,,,,
TOTAL,Team,,61,19,15,4,3,11,6,20,43,9,22,12,12,524,Lincoln,0,5,,,,,,,
llTrifecta,Player,B,10,1,5,0,0,0,6,3,12,3,10,1,1,525,Krashout,0,5,,,,,,,
nen,Player,A,19,0,9,1,0,1,1,7,10,5,8,0,0,525,Krashout,0,5,,,,,,,
Crunch tuff,Player,B+,11,0,2,4,1,3,0,4,4,1,1,2,2,525,Krashout,0,5,,,,,,,
Fr Fella,Player,B-,16,2,0,1,0,2,1,6,9,4,5,0,0,525,Krashout,0,5,,,,,,,
II WHEEL II,Player,A,16,9,6,0,0,0,1,7,7,2,2,0,0,525,Krashout,0,5,,,,,,,
TOTAL,Team,,72,12,22,6,1,6,9,27,42,15,26,3,3,525,Krashout,0,5,,,,,,,
pixare,Player,A-,28,0,10,1,0,3,5,11,15,6,8,0,0,525,Miracles,1,5,,,,,,,
Plex,Player,B+,13,1,1,1,1,0,0,5,9,3,7,0,0,525,Miracles,1,5,,,,,,,
Cap,Player,B+,14,0,1,3,0,0,0,6,7,2,3,0,0,525,Miracles,1,5,,,,,,,
Seth🖤,Player,B,7,2,0,2,0,0,0,3,3,1,1,0,0,525,Miracles,1,5,,,,,,,
IIDeeskiii,Player,A-,16,7,5,1,2,2,2,7,7,2,2,0,0,525,Miracles,1,5,,,,,,,
TOTAL,Team,,78,10,17,8,3,5,7,32,41,14,21,0,0,525,Miracles,1,5,,,,,,,
Trifecta,Player,A,16,0,12,1,0,2,2,6,12,4,8,0,0,526,Krashout,1,5,,,,,,,
nen,Player,A-,28,0,2,1,0,3,1,11,12,6,7,0,0,526,Krashout,1,5,,,,,,,
Crunch tuff,Player,B,7,1,1,2,1,3,1,3,4,1,1,0,0,526,Krashout,1,5,,,,,,,
Fr Fella,Player,B-,3,2,6,1,0,4,2,1,4,1,4,0,0,526,Krashout,1,5,,,,,,,
II WHEEL II,Player,A-,17,9,3,1,0,1,1,8,10,1,2,0,0,526,Krashout,1,5,,,,,,,
TOTAL,Team,,71,12,24,6,1,13,7,29,42,13,22,0,0,526,Krashout,1,5,,,,,,,
pixare,Player,A-,25,0,7,1,0,2,3,8,13,7,9,2,2,526,Miracles,0,5,,,,,,,
Plex,Player,B,12,0,2,2,0,1,1,5,9,2,5,0,0,526,Miracles,0,5,,,,,,,
Cap,Player,B,12,0,0,1,0,1,0,5,6,2,3,0,0,526,Miracles,0,5,,,,,,,
Seth🖤,Player,B,8,3,2,0,1,2,0,2,2,2,2,2,2,526,Miracles,0,5,,,,,,,
lIDeeskiii,Player,B+,13,5,6,2,0,2,3,6,8,1,1,0,0,526,Miracles,0,5,,,,,,,
TOTAL,Team,,70,8,17,6,1,8,7,26,38,14,20,4,4,526,Miracles,0,5,,,,,,,
Its81Shotz,Player,A,27,0,8,3,0,1,4,9,11,5,7,4,4,527,Lincoln,1,5,,,,,,,
llHerz,Player,A-,18,1,3,1,0,0,2,8,9,2,3,0,0,527,Lincoln,1,5,,,,,,,
Gulleyx,Player,B+,7,1,1,1,0,1,0,3,4,1,1,0,0,527,Lincoln,1,5,,,,,,,
timmaaay_ttv,Player,A,17,3,3,4,0,0,0,6,10,5,9,0,0,527,Lincoln,1,5,,,,,,,
Jakorian Bennett,Player,A-,11,11,5,1,0,2,1,5,10,1,3,0,0,527,Lincoln,1,5,,,,,,,
TOTAL,Team,,80,16,20,10,0,4,7,31,44,14,23,4,4,527,Lincoln,1,5,,,,,,,
IHOLLOWI,Player,B,15,0,5,2,0,3,1,5,13,5,11,0,0,527,United 5,0,5,,,,,,,
TrustKoob,Player,B+,20,0,2,1,1,0,0,7,15,3,8,3,3,527,United 5,0,5,,,,,,,
One_Mozilla,Player,C-,5,0,0,1,0,3,3,2,3,1,1,0,0,527,United 5,0,5,,,,,,,
sweatyrobyTTV,Player,C+,7,1,1,0,1,1,3,3,3,1,1,0,0,527,United 5,0,5,,,,,,,
JimmersBurner,Player,B,13,13,3,0,0,0,4,6,8,1,3,0,2,527,United 5,0,5,,,,,,,
TOTAL,Team,,60,14,11,4,2,7,11,23,42,11,24,3,5,527,United 5,0,5,,,,,,,
Its81Shotz,Player,A+,24,0,5,0,0,0,1,9,9,6,6,0,0,528,Lincoln,1,5,,,,,,,
llHerz,Player,C,2,0,1,0,0,1,0,1,2,0,1,0,0,528,Lincoln,1,5,,,,,,,
Gulleyx,Player,B,8,0,0,2,0,1,0,3,3,2,2,0,0,528,Lincoln,1,5,,,,,,,
timmaaay_ttv,Player,C,0,1,2,0,0,0,0,0,0,0,0,0,0,528,Lincoln,1,5,,,,,,,
Jakorian Bennett,Player,B-,7,1,0,0,0,0,0,3,4,1,1,0,0,528,Lincoln,1,5,,,,,,,
TOTAL,Team,,41,2,8,2,0,2,1,16,18,9,10,0,0,528,Lincoln,1,5,,,,,,,
IHOLLOWI,Player,B,6,0,8,0,0,0,3,3,5,0,2,0,0,528,United 5,0,5,,,,,,,
TrustKoob,Player,B,11,0,0,0,0,0,0,4,4,3,3,0,0,528,United 5,0,5,,,,,,,
One_Mozilla,Player,C,2,0,0,1,0,0,0,1,1,0,0,0,0,528,United 5,0,5,,,,,,,
sweatyrobyTTV,Player,C,0,0,2,0,0,0,0,0,1,0,1,0,0,528,United 5,0,5,,,,,,,
JimmersBurner,Player,B+,12,4,0,0,0,0,0,6,7,0,0,0,0,528,United 5,0,5,,,,,,,
TOTAL,Team,,31,4,10,1,0,0,3,14,18,3,6,0,0,528,United 5,0,5,,,,,,,
URGxBeast,Player,A,41,0,9,1,0,0,2,16,24,8,12,1,1,529,Flourish,0,5,,,,,,,
JJGotTheJuice,Player,C+,12,0,1,0,0,2,0,5,8,2,4,0,0,529,Flourish,0,5,,,,,,,
xzDOPExz,Player,B-,6,0,1,1,0,0,0,3,7,0,4,0,0,529,Flourish,0,5,,,,,,,
TGF4021,Player,C,7,2,1,0,0,2,1,3,4,1,2,0,0,529,Flourish,0,5,,,,,,,
JMDHeisman,Player,A-,16,6,6,1,0,1,1,7,8,2,2,0,0,529,Flourish,0,5,,,,,,,
TOTAL,Team,,82,8,18,3,0,5,4,34,51,13,24,1,1,529,Flourish,0,5,,,,,,,
lllKay,Player,A,27,0,13,1,0,0,2,9,15,7,11,2,2,529,Silent Stars,1,5,,,,,,,
pZayy,Player,A-,38,0,4,1,0,1,1,13,18,11,12,1,1,529,Silent Stars,1,5,,,,,,,
chris,Player,B-,14,0,0,1,0,3,0,5,6,4,5,0,0,529,Silent Stars,1,5,,,,,,,
JuTuff,Player,B,5,8,5,0,1,2,0,2,4,1,3,0,0,529,Silent Stars,1,5,,,,,,,
Jekhz,Player,B+,16,11,3,0,0,0,3,8,8,0,0,0,0,529,Silent Stars,1,5,,,,,,,
TOTAL,Team,,100,19,25,3,1,6,6,37,51,23,31,3,3,529,Silent Stars,1,5,,,,,,,
URGxBeast,Player,B,10,3,7,0,1,1,4,4,13,2,7,0,0,530,Flourish,0,5,,,,,,,
JJGotTheJuice,Player,A,28,0,1,2,0,1,0,10,12,8,10,0,0,530,Flourish,0,5,,,,,,,
xzDOPExz,Player,B,13,1,3,4,0,2,0,6,8,1,3,0,0,530,Flourish,0,5,,,,,,,
TGF4021,Player,B-,0,4,7,0,3,3,1,0,1,0,1,0,0,530,Flourish,0,5,,,,,,,
JMDHeisman,Player,A,31,6,7,1,1,1,2,13,17,5,5,0,0,530,Flourish,0,5,,,,,,,
TOTAL,Team,,82,14,25,7,5,8,7,33,51,16,26,0,0,530,Flourish,0,5,,,,,,,
Kaylso,Player,-,0,0,0,0,0,0,0,0,0,0,0,0,0,530,Silent Stars,1,5,,,,,,,
lllKay,Player,B+,17,0,9,0,0,1,4,7,10,3,6,0,0,530,Silent Stars,1,5,,,,,,,
pZayy,Player,A,35,0,1,0,0,0,0,12,16,11,14,0,0,530,Silent Stars,1,5,,,,,,,
chris,Player,B,6,0,0,2,0,1,0,2,3,2,3,0,0,530,Silent Stars,1,5,,,,,,,
JuTuff,Player,A-,16,8,6,2,1,1,1,6,11,4,6,0,0,530,Silent Stars,1,5,,,,,,,
Jekhz,Player,A-,14,11,5,2,0,0,4,6,9,0,1,2,2,530,Silent Stars,1,5,,,,,,,
TOTAL,Team,,88,19,21,6,1,3,9,33,49,20,30,2,2,530,Silent Stars,1,5,,,,,,,
pixare,Player,A+,32,1,10,2,0,2,1,11,15,9,13,1,1,531,Miracles,1,5,,,,,,,
Plex,Player,A-,30,0,0,1,0,1,1,10,16,10,14,0,0,531,Miracles,1,5,,,,,,,
Cap,Player,C+,0,1,0,1,0,1,1,0,0,0,0,0,0,531,Miracles,1,5,,,,,,,
Seth🖤,Player,B+,6,3,3,3,0,1,2,2,3,2,3,0,0,531,Miracles,1,5,,,,,,,
lIDeeskiii,Player,A-,18,11,4,3,0,0,2,8,11,1,2,1,1,531,Miracles,1,5,,,,,,,
TOTAL,Team,,86,16,17,10,0,5,7,31,45,22,32,2,2,531,Miracles,1,5,,,,,,,
llMarrll,Player,B+,19,0,9,0,0,0,6,4,10,4,8,7,7,531,Shiesty U,0,5,,,,,,,
ISO864xRAW,Player,B+,10,0,3,2,0,0,2,4,5,2,2,0,0,531,Shiesty U,0,5,,,,,,,
BluHawk92,Player,B-,14,0,1,0,0,1,0,6,7,2,3,0,0,531,Shiesty U,0,5,,,,,,,
RipXChucky,Player,B,12,1,2,3,0,1,2,4,7,4,7,0,0,531,Shiesty U,0,5,,,,,,,
KingsolomnR,Player,B,10,9,2,0,0,2,0,5,6,0,0,0,0,531,Shiesty U,0,5,,,,,,,
TOTAL,Team,,65,10,17,5,0,4,10,23,35,12,20,7,7,531,Shiesty U,0,5,,,,,,,
pixare,Player,A,29,1,9,0,0,0,2,10,17,5,12,4,4,532,Miracles,1,5,,,,,,,
Plex,Player,A,28,0,4,2,0,2,0,9,14,6,11,4,4,532,Miracles,1,5,,,,,,,
Cap,Player,B,5,1,0,4,0,2,1,2,6,1,4,0,0,532,Miracles,1,5,,,,,,,
Seth🖤,Player,B-,0,2,0,1,0,4,0,0,1,0,1,0,0,532,Miracles,1,5,,,,,,,
lIDeeskiii,Player,A,22,14,4,0,0,0,2,10,12,2,3,0,0,532,Miracles,1,5,,,,,,,
TOTAL,Team,,84,18,17,7,0,8,5,31,50,14,31,8,8,532,Miracles,1,5,,,,,,,
llMarrll,Player,A+,21,1,17,1,0,0,2,6,13,5,9,4,4,532,Shiesty U,0,5,,,,,,,
ISO864xRAW,Player,A-,34,0,2,1,0,4,0,13,16,8,10,0,0,532,Shiesty U,0,5,,,,,,,
BluHawk92,Player,B-,16,1,0,2,0,5,1,6,7,4,4,0,0,532,Shiesty U,0,5,,,,,,,
RipXChucky,Player,C,0,1,2,1,0,3,1,0,1,0,1,0,0,532,Shiesty U,0,5,,,,,,,
KingsolomnR,Player,B+,11,9,2,0,1,1,4,5,6,1,2,0,0,532,Shiesty U,0,5,,,,,,,
TOTAL,Team,,82,12,23,5,1,13,8,30,43,18,26,4,4,532,Shiesty U,0,5,,,,,,,
K-O-B-E-2-K-🧊,Player,-,0,0,0,0,0,0,0,0,0,0,0,0,0,533,No Morals,1,5,,,,,,,
 Precision Kill,Player,A-,20,1,7,0,0,0,3,8,14,4,6,0,0,533,No Morals,1,5,,,,,,,
ThaGap,Player,A+,44,0,4,1,0,0,1,16,19,10,12,2,2,533,No Morals,1,5,,,,,,,
K-O-B-E-2-K-🧊,Player,C,2,0,2,2,0,4,0,1,1,0,0,0,0,533,No Morals,1,5,,,,,,,
Void aka LeThanos,Player,C,2,4,3,1,2,2,1,1,1,0,0,0,0,533,No Morals,1,5,,,,,,,
34🐶,Player,B+,6,9,2,0,0,0,1,3,4,0,0,0,0,533,No Morals,1,5,,,,,,,
TOTAL,Team,,74,14,18,4,2,6,6,29,39,14,18,2,2,533,No Morals,1,5,,,,,,,
lllKay,Player,A,21,0,9,2,0,0,4,8,15,5,8,0,0,533,Silent Stars,0,5,,,,,,,
pZayy,Player,B-,10,0,2,0,0,0,2,4,7,2,4,0,0,533,Silent Stars,0,5,,,,,,,
chris,Player,B-,3,1,2,3,0,1,0,1,2,1,1,0,0,533,Silent Stars,0,5,,,,,,,
JuTuff,Player,B,12,4,2,0,1,2,1,4,6,4,6,0,0,533,Silent Stars,0,5,,,,,,,
Jekhz,Player,B+,17,5,1,0,0,1,0,8,10,1,1,0,0,533,Silent Stars,0,5,,,,,,,
TOTAL,Team,,63,10,16,5,1,4,7,25,40,13,20,0,0,533,Silent Stars,0,5,,,,,,,
ImClem4Real,Player,A-,24,2,7,2,0,4,3,8,12,8,11,0,0,534,Flourish,0,5,,,,,,,
TheMayorOfNL3,Player,A-,16,0,5,0,0,0,3,7,9,2,3,0,0,534,Flourish,0,5,,,,,,,
TGF4021,Player,B+,13,0,8,1,1,3,1,6,8,1,3,0,0,534,Flourish,0,5,,,,,,,
M1keytheGEM40,Player,B+,9,3,4,1,0,2,1,4,7,1,2,0,0,534,Flourish,0,5,,,,,,,
JMDHeisman,Player,A,26,8,7,0,1,0,2,10,10,4,4,2,2,534,Flourish,0,5,,,,,,,
TOTAL,Team,,88,13,31,4,2,9,10,35,46,16,23,2,2,534,Flourish,0,5,,,,,,,
Hostile,Player,A+,39,0,8,3,0,0,2,14,19,9,10,2,2,534,Low Ego,1,5,,,,,,,
llHog,Player,A-,17,0,5,1,0,0,1,7,9,3,4,0,0,534,Low Ego,1,5,,,,,,,
ImNiceIRL_,Player,B+,16,0,2,1,1,1,2,7,11,2,6,0,0,534,Low Ego,1,5,,,,,,,
Bassk_EBK,Player,B-,6,2,3,4,0,2,0,3,6,0,2,0,0,534,Low Ego,1,5,,,,,,,
Temponeal,Player,A,18,10,3,1,0,1,0,8,10,2,3,0,0,534,Low Ego,1,5,,,,,,,
TOTAL,Team,,96,12,21,10,1,4,5,39,55,16,25,2,2,534,Low Ego,1,5,,,,,,,
ImClem4Real,Player,A+,39,0,8,1,1,3,0,14,19,11,15,0,0,535,Flourish,0,5,,,,,,,
TheMayorOfNL3,Player,A-,18,1,3,0,0,2,1,8,14,2,6,0,0,535,Flourish,0,5,,,,,,,
TGF4021,Player,C,11,3,0,0,0,5,3,5,8,1,4,0,0,535,Flourish,0,5,,,,,,,
M1keytheGEM40,Player,B+,3,6,7,0,1,0,2,1,6,1,5,0,0,535,Flourish,0,5,,,,,,,
JMDHeisman,Player,A,17,13,10,1,0,1,6,7,9,3,5,0,0,535,Flourish,0,5,,,,,,,
TOTAL,Team,,88,23,28,2,2,11,12,35,56,18,35,0,0,535,Flourish,0,5,,,,,,,
Hostile,Player,A+,29,2,10,1,0,1,1,11,16,6,8,1,1,535,Low Ego,1,5,,,,,,,
Hoggyy2k,Player,A-,27,0,3,1,0,0,0,10,13,7,9,0,0,535,Low Ego,1,5,,,,,,,
ImNiceIRL_,Player,C+,13,0,1,5,0,3,2,4,10,2,7,3,3,535,Low Ego,1,5,,,,,,,
Bassk_EBK,Player,B,7,4,3,2,0,2,0,3,5,1,1,0,0,535,Low Ego,1,5,,,,,,,
Temponeal,Player,A-,27,11,3,2,0,0,0,8,15,6,11,5,6,535,Low Ego,1,5,,,,,,,
TOTAL,Team,,103,17,20,11,0,6,3,36,59,22,36,9,10,535,Low Ego,1,5,,,,,,,
 Precision Kill,Player,B-,15,0,6,0,0,1,5,5,9,2,6,3,3,536,No Morals,0,5,,,,,,,
ThaGap,Player,B+,25,0,3,0,0,1,2,10,17,5,11,0,0,536,No Morals,0,5,,,,,,,
K-O-B-E-2-K-🧊,Player,B-,8,1,0,0,0,0,0,3,4,2,3,0,0,536,No Morals,0,5,,,,,,,
Void aka LeThanos,Player,C,5,3,2,1,0,3,1,2,4,1,2,0,0,536,No Morals,0,5,,,,,,,
34🐶,Player,B+,8,8,4,0,1,1,1,4,5,0,0,0,0,536,No Morals,0,5,,,,,,,
TOTAL,Team,,61,12,15,1,1,6,9,24,39,10,22,3,3,536,No Morals,0,5,,,,,,,
lllKay,Player,A-,15,0,8,0,0,2,0,6,12,2,7,1,1,536,Silent Stars,1,5,,,,,,,
pZayy,Player,A,41,0,1,0,0,1,0,15,17,9,11,2,2,536,Silent Stars,1,5,,,,,,,
chris,Player,A,17,3,5,6,0,1,0,7,7,3,3,0,0,536,Silent Stars,1,5,,,,,,,
JuTuff,Player,B,3,4,1,1,0,3,0,1,3,1,1,0,0,536,Silent Stars,1,5,,,,,,,
Jekhz,Player,A,14,9,10,1,0,0,1,6,10,2,2,0,0,536,Silent Stars,1,5,,,,,,,
TOTAL,Team,,90,16,25,8,0,7,1,35,49,17,24,3,3,536,Silent Stars,1,5,,,,,,,
pixare,Player,B,13,0,3,0,0,0,4,5,7,3,3,0,0,537,Miracles,0,5,,,,,,,
Plex,Player,B-,13,2,1,0,0,0,2,5,13,3,9,0,0,537,Miracles,0,5,,,,,,,
hagqz,Player,C-,2,0,0,1,0,0,2,1,5,0,1,0,0,537,Miracles,0,5,,,,,,,
Cap,Player,C,4,1,0,0,0,2,0,2,2,0,0,0,0,537,Miracles,0,5,,,,,,,
Seth🖤,Player,A-,9,6,3,1,0,0,1,4,4,1,1,0,1,537,Miracles,0,5,,,,,,,
TOTAL,Team,,41,9,7,2,0,2,9,17,31,7,14,0,1,537,Miracles,0,5,,,,,,,
lllKay,Player,A,25,1,6,2,0,0,1,9,14,7,10,0,0,537,Silent Stars,1,5,,,,,,,
pZayy,Player,A-,22,0,2,2,0,2,0,8,11,6,8,0,0,537,Silent Stars,1,5,,,,,,,
chris,Player,B-,5,1,2,1,0,2,0,2,4,1,3,0,0,537,Silent Stars,1,5,,,,,,,
JuTuff,Player,B+,14,3,0,2,0,1,0,5,5,4,4,0,0,537,Silent Stars,1,5,,,,,,,
Jekhz,Player,B+,9,10,3,1,1,0,1,4,5,1,1,0,0,537,Silent Stars,1,5,,,,,,,
TOTAL,Team,,75,15,13,8,1,5,2,28,39,19,26,0,0,537,Silent Stars,1,5,,,,,,,
Grudge ETC,Player,A,23,1,11,0,0,1,3,9,11,5,5,0,0,538,THE COALITION,1,5,,,,,,,
4KJayW,Player,B+,12,0,1,2,0,0,1,5,10,2,3,0,0,538,THE COALITION,1,5,,,,,,,
Laatin—,Player,B+,24,0,0,1,0,3,0,9,16,5,10,1,1,538,THE COALITION,1,5,,,,,,,
DonJulioTv,Player,B,15,6,5,1,1,4,2,5,5,5,5,0,0,538,THE COALITION,1,5,,,,,,,
JaFrmthe03,Player,B+,12,11,4,0,0,2,3,6,6,0,0,0,0,538,THE COALITION,1,5,,,,,,,
TOTAL,Team,,86,18,21,4,1,10,9,34,48,17,23,1,1,538,THE COALITION,1,5,,,,,,,
Its81Shotz,Player,A+,28,0,11,1,0,2,2,10,13,7,10,1,1,538,Lincoln,0,5,,,,,,,
IIHerz,Player,B,13,1,3,0,1,0,2,5,9,3,7,0,0,538,Lincoln,0,5,,,,,,,
Gulleyx,Player,B-,9,1,0,3,0,2,0,3,6,1,1,2,3,538,Lincoln,0,5,,,,,,,
timmaaay_ttv,Player,B-,9,0,1,4,0,0,0,4,7,1,4,0,0,538,Lincoln,0,5,,,,,,,
Jakorian Bennett,Player,A,26,8,5,0,0,0,0,11,13,4,5,0,0,538,Lincoln,0,5,,,,,,,
TOTAL,Team,,85,10,20,8,1,4,4,33,48,16,27,3,4,538,Lincoln,0,5,,,,,,,
Grudge ETC,Player,A,23,0,6,1,0,1,0,9,13,5,8,0,1,539,THE COALITION,1,5,,,,,,,
4KJayW,Player,A-,26,0,4,0,0,1,0,11,20,3,5,1,1,539,THE COALITION,1,5,,,,,,,
Laatin—,Player,A-,13,0,3,4,0,2,0,5,10,1,2,2,2,539,THE COALITION,1,5,,,,,,,
DonJulioTv,Player,A-,14,3,2,0,1,1,0,5,5,4,4,0,0,539,THE COALITION,1,5,,,,,,,
CatchingBlessing,Player,A-,4,13,3,0,0,3,0,2,2,0,0,0,0,539,THE COALITION,1,5,,,,,,,
TOTAL,Team,,80,16,18,5,1,8,0,32,50,13,19,3,4,539,THE COALITION,1,5,,,,,,,
Its81Shotz,Player,A,33,1,6,0,0,0,4,10,13,8,9,5,5,539,Lincoln,0,5,,,,,,,
IIHerz,Player,B+,11,1,3,0,0,2,0,4,12,3,8,0,0,539,Lincoln,0,5,,,,,,,
Gulleyx,Player,B-,7,2,1,0,1,2,1,3,3,1,1,0,0,539,Lincoln,0,5,,,,,,,
timmaaay_ttv,Player,C+,9,0,2,0,0,1,1,3,5,3,4,0,0,539,Lincoln,0,5,,,,,,,
Jakorian Bennett,Player,B-,8,11,3,0,1,2,2,3,5,0,1,2,2,539,Lincoln,0,5,,,,,,,
